,payCardIDTable,payCardBank,payCardNameTable,payCardSexTable,payCardBirthDate
471,4835091300140557,dki,"Ivan Megantara, S.Pd",F,1994
472,3521064551116783,dki,Dt. Galar Suryatmi,M,1981
473,3590742692447896,dki,"Halima Saragih, S.Sos",F,1983
474,4019654558196157368,brizzi,Ilsa Safitri,F,1982
475,4592846967434210,dki,"Balidin Fujiati, S.H.",M,1984
476,343676780542257,emoney,Padmi Dongoran,F,1994
477,4904512559709269,dki,"Hj. Zelaya Napitupulu, S.Farm",M,1968
478,345942944629200,emoney,Gilda Nainggolan,M,1984
479,562727681834,flazz,Cut Tina Widodo,M,1996
480,630485588424,flazz,Lanjar Hariyah,M,1969
481,3529674363330695,dki,"Jasmin Namaga, S.Ked",M,1994
482,4885836858048071725,brizzi,Harto Suryono,M,1985
483,36665049902099,bni,"Artanto Siregar, S.E.I",F,2008
484,30045756960133,bni,Latika Nainggolan,M,1966
485,4366731534872,online,T. Enteng Prabowo,F,1994
486,503823751469,flazz,"KH. Jatmiko Wijayanti, M.M.",F,1986
487,2701308527816693,dki,Shania Sudiati,F,1993
488,213114741629481,emoney,Fitria Lailasari,M,2003
489,4037844233308485,dki,Elma Riyanti,F,1998
490,6011691827515719,dki,Yunita Mulyani,F,1988
491,6011722893520828,dki,Dono Lazuardi,M,1972
492,180030516283461,emoney,Margana Susanti,M,1969
493,373665163606170,emoney,Soleh Mardhiyah,F,1986
494,3551009051561718,dki,Baktiadi Handayani,M,1987
495,4381093565415094,dki,"Dt. Usman Maryadi, S.Pd",F,1970
496,213143381134544,emoney,Pranawa Andriani,F,2011
497,3571045837685179,dki,Mariadi Mandasari,F,1982
498,3539012480606200,dki,"Asmadi Maulana, S.IP",M,1967
499,3570888909263768,dki,Emas Pudjiastuti,F,1974
500,4891043159901373861,brizzi,Pia Laksita,M,1959
501,2299627866143809,dki,Virman Marbun,F,1993
502,3536399024137369,dki,Dewi Hutagalung,F,2012
503,3509666780426928,dki,Widya Simbolon,F,1996
504,4425741913820921487,brizzi,"Darmaji Wahyuni, S.Sos",F,1998
505,2234752015738289,dki,Kenzie Simbolon,M,1993
506,6594475512967780,dki,"Laila Ardianto, S.Gz",F,2008
507,6011488420481385,dki,T. Hartana Jailani,F,1978
508,501874799759,flazz,"R. Ade Suartini, M.Pd",F,1992
509,4636680463481583,dki,Hendri Natsir,F,1991
510,3571756253688543,dki,Jatmiko Hartati,F,1982
511,180089619232841,emoney,Rama Firgantoro,F,1996
512,3564161346679139,dki,Rahmi Simanjuntak,M,2009
513,4384334401450474,dki,"Lanang Nuraini, S.T.",F,1991
514,4754918254441689,dki,"Makara Situmorang, S.IP",M,1966
515,4987304002192546508,brizzi,Jagaraga Usada,M,1996
516,3548197500087579,dki,Syahrini Hardiansyah,F,1985
517,5245637965813010,dki,Alambana Pangestu,F,2011
518,30070502743393,bni,Cornelia Simanjuntak,F,1982
519,3521247115734825,dki,R. Mitra Suwarno,M,1985
520,4177809299557,online,"Drs. Daryani Wahyudin, S.Pt",F,1995
521,3569912265744402,dki,"Dr. Dirja Pratama, S.Psi",M,1999
522,2249721147688350,dki,Vanya Siregar,M,1974
523,3531765187037270,dki,"Purwanto Yuniar, S.Psi",M,1971
524,4754293584765600249,brizzi,Heryanto Prastuti,M,1966
525,3555766915998248,dki,Putu Oktaviani,F,1989
526,345358604383220,emoney,Yani Prasetyo,F,1979
527,4975523679354,online,"Puti Titin Sitorus, S.Ked",M,1987
528,4812952917627,online,"dr. Septi Napitupulu, M.Ak",F,1984
529,370172306805184,emoney,Ina Siregar,F,1946
530,4184502051425309,dki,"dr. Panca Yuliarti, M.Farm",F,1991
531,2708932335964941,dki,"Sarah Mandasari, S.Kom",F,1999
532,2720768782374315,dki,Agnes Hassanah,F,2012
533,4852380148835579,dki,"Mala Anggraini, M.Farm",M,1990
534,3555980199420742,dki,Dt. Mulyanto Prakasa,M,2001
535,2271102460918065,dki,Sarah Pudjiastuti,F,1973
536,3586174714225900,dki,KH. Karja Hakim,F,2002
537,4854043811808657,dki,Gabriella Yolanda,F,2000
538,30380823414230,bni,Wahyu Nurdiyanti,F,1998
539,5143953863162100,dki,"R.M. Putu Sirait, S.Gz",F,1985
540,36958814159395,bni,Yahya Firgantoro,M,1969
541,3594522287458748,dki,"Jarwa Ardianto, M.TI.",F,2003
542,2295551145718336,dki,Putri Novitasari,F,2008
543,4302561407855,online,"Anastasia Tamba, S.Kom",M,1980
544,4800466755276534901,brizzi,Balidin Sinaga,F,2010
545,4951306676246921,dki,"Drs. Kenari Irawan, M.M.",M,1991
546,4530309712919014,dki,"Arsipatra Gunarto, S.H.",F,2003
547,4080153193093673,dki,Harsana Suryono,M,1970
548,3572667941170423,dki,Dalima Marpaung,F,1983
549,3524991931425970,dki,Belinda Haryanto,F,1995
550,6503536699536902,dki,Jais Prasetya,M,1955
551,4310208468067587582,brizzi,Karen Irawan,M,1981
552,4070416261811082,dki,Bahuraksa Prakasa,M,1977
553,4986917361496980412,brizzi,Tgk. Capa Uwais,M,2005
554,3577760284487622,dki,Siska Puspasari,F,1996
555,501848644040,flazz,"drg. Icha Dongoran, S.I.Kom",F,1982
556,213157592375332,emoney,Cahyono Hutagalung,F,1999
557,4987652234394168,dki,Lukita Yuliarti,F,1983
558,4081292977412953,dki,drg. Rahmi Maryati,F,1986
559,2246506338594852,dki,Patricia Mahendra,F,2000
560,4962248837327,online,Kezia Natsir,M,2012
561,4781473813144124,dki,Nasrullah Susanti,M,1989
562,060412633988,flazz,R. Rini Padmasari,F,1967
563,4704703440408003,dki,dr. Usman Najmudin,M,1996
564,4003486036673149255,brizzi,"Ophelia Halim, S.IP",F,2008
565,371818948031931,emoney,"Melinda Prasetya, M.Farm",M,1992
566,30384073763957,bni,Puput Nashiruddin,M,1983
567,4821351178092991,dki,Ani Simbolon,M,1991
568,30246986889882,bni,"Cut Zizi Prastuti, M.Farm",F,2010
569,4913159687797,online,"Restu Susanti, S.Farm",F,1969
570,373001784402643,emoney,Kemba Sitompul,M,1981
571,30516812801495,bni,Maya Rajasa,M,1970
572,38091698047862,bni,Raharja Pertiwi,M,1984
573,676105891243,flazz,"Ami Sinaga, S.Sos",M,1966
574,378443176158497,emoney,Abyasa Setiawan,M,1970
575,370805348028600,emoney,Laila Firmansyah,F,1994
576,4908362182090562,dki,Zulaikha Rahimah,F,1998
577,6011233569893796,dki,"Lanang Sihotang, S.Pt",F,1990
578,2704920483260224,dki,Titi Prasetyo,M,1981
579,4524443772855,online,Drs. Wardi Irawan,F,2007
580,4019383121668,online,Bahuraksa Ramadan,F,2012
581,4659708200810,online,Zaenab Wulandari,F,2008
582,340070416733089,emoney,Uchita Pratama,F,1985
583,3521056108489671,dki,Hamima Hasanah,F,2006
584,3508508266083784,dki,Ulya Lestari,M,2003
585,373961072041249,emoney,Siti Permadi,M,1972
586,6535098437566867,dki,Silvia Hutasoit,F,1994
587,2327641512117782,dki,Eva Megantara,M,1987
588,373635861088674,emoney,Cornelia Maryadi,M,1993
589,3505724202845474,dki,"Cawuk Mansur, S.E.I",M,2006
590,4062968669313,online,Jaiman Tarihoran,F,1981
591,6580823554691543,dki,Ir. Cakrawala Adriansyah,M,2001
592,38571466203854,bni,Luthfi Saefullah,M,1976
593,3566653125582193,dki,Dr. Malik Hastuti,M,1979
594,4634932801028395107,brizzi,"Drs. Daliman Sirait, M.TI.",M,1993
595,3566681899182866,dki,Jagapati Permata,M,1994
596,3572575581082602,dki,Irma Hidayanto,M,1983
597,3566555143527102,dki,Edi Wijayanti,F,1977
598,4932526493989205,dki,Salimah Siregar,F,1988
599,3505993187296967,dki,Adikara Narpati,F,1989
600,180070493331743,emoney,Harjaya Mangunsong,M,2001
601,4202013778176486169,brizzi,Najwa Pangestu,M,1960
602,5342465784962251,dki,Jaswadi Hasanah,F,2012
603,4885863150553,online,Wakiman Prakasa,M,1997
604,6011259597227830,dki,Tri Thamrin,F,1995
605,3510891481322880,dki,"R.A. Humaira Purwanti, M.Kom.",F,1990
606,4957735473328025,dki,"Sutan Tomi Wastuti, S.Gz",M,1982
607,3509839096664868,dki,Mulya Oktaviani,M,1988
608,4699951526909951665,brizzi,Ida Situmorang,M,1956
609,4363306331254809,dki,"R. Artanto Nuraini, S.T.",M,1977
610,3503074203697348,dki,Vanya Suartini,M,1989
611,375313989674811,emoney,"drg. Kawaya Agustina, S.Pt",F,1982
612,30268639212205,bni,Ella Namaga,F,2005
613,4000915557499754,dki,Martaka Sudiati,M,1984
614,30539155450423,bni,Cahyanto Thamrin,F,2002
615,3595455395627194,dki,Ophelia Saptono,F,2012
616,5585829226350142,dki,Wulan Budiman,M,1975
617,3575466996816148,dki,"Hj. Maida Hasanah, S.I.Kom",M,1987
618,4818245544097731,dki,Uli Hakim,M,2003
619,2285757398292208,dki,Citra Budiyanto,M,1983
620,4336696588872764,dki,"Sutan Danang Budiyanto, M.Kom.",M,1993
621,6571434804371836,dki,Zahra Hidayanto,F,2007
622,4101996383937481982,brizzi,Maryadi Rajasa,F,2009
623,2489924001131025,dki,Kairav Januar,F,1986
624,30292161450280,bni,Ir. Cawisono Hutagalung,M,2001
625,4822340439385691870,brizzi,Hasta Nugroho,F,1989
626,060418636969,flazz,Humaira Pratama,F,1994
627,562803539302,flazz,Tasnim Suryatmi,M,2001
628,4453235959367927,dki,R.M. Nalar Firmansyah,M,1986
629,4114750248903416,dki,Salsabila Waskita,M,1991
630,4748826238283636791,brizzi,Sutan Cecep Suartini,F,2002
631,370559151041560,emoney,R. Ajeng Yolanda,F,1996
632,4146213632752,online,Vicky Suryatmi,M,1970
633,180041551510197,emoney,Harsanto Lazuardi,F,2004
634,4842988129761805,dki,Jais Situmorang,F,1985
635,213121836364825,emoney,"T. Vino Utama, S.T.",F,1984
636,370173188641226,emoney,Kawaca Wijaya,F,1986
637,30051766541558,bni,Hana Damanik,M,1991
638,2719183932473269,dki,"Gamani Prasasta, M.TI.",M,2003
639,3533278023467584,dki,Wisnu Widiastuti,F,2000
640,4471157655889012,dki,"Gamanto Maryati, S.Gz",F,2000
641,213100166172792,emoney,"H. Among Marpaung, M.Farm",M,1970
642,676324132098,flazz,"Tgk. Ibrahim Lestari, S.Gz",F,1981
643,30126740618118,bni,Najam Haryanto,M,1994
644,4114675799477,online,Reza Marpaung,M,2005
645,349057017005836,emoney,Gada Wibowo,F,1995
646,4021044647351506,dki,Ajiman Puspasari,M,1999
647,213127881723302,emoney,"drg. Belinda Hasanah, S.Ked",M,1995
648,4643585984878,online,"Luwar Winarno, S.IP",F,1986
649,213146951423205,emoney,"Ian Haryanti, M.TI.",F,2011
650,4548369173674755,dki,"Dt. Kayun Uyainah, M.Pd",F,1974
651,4904538468835,online,"Among Nurdiyanti, S.Farm",M,1984
652,6011207502348951,dki,Daniswara Uwais,F,1988
653,2241068606053660,dki,Cakrawangsa Mandala,M,2000
654,4733948028453,online,Hasna Kusmawati,F,1986
655,2351427537314227,dki,"Humaira Halimah, S.T.",F,2008
656,3538440267409012,dki,Dr. Karma Wacana,F,2007
657,371806521692278,emoney,Drs. Rahayu Yolanda,M,1959
658,582158729100,flazz,Tasnim Jailani,M,2002
659,3541236004957510,dki,"R.A. Almira Wibowo, S.Pd",F,1986
660,4951264225300595323,brizzi,Abyasa Susanti,F,1992
661,4311606945387455190,brizzi,Martani Mansur,M,2003
662,4384755020298,online,Jinawi Sitorus,M,2003
663,6011306977104202,dki,Wirda Namaga,F,1993
664,3524892624987237,dki,Maimunah Rahayu,F,1969
665,3583959868721503,dki,KH. Martana Utama,F,1984
666,3539575216704267,dki,Ir. Vanya Kuswandari,F,1993
667,348836216994754,emoney,Kamaria Tamba,F,1984
668,4556136668230933,dki,Daniswara Januar,M,2010
669,4312567367781007920,brizzi,Legawa Nainggolan,F,1983
670,4561623371017,online,Laila Suryono,F,1985
671,3525769072556970,dki,"Irma Maryadi, S.Kom",F,2012
672,340870774067065,emoney,Ajeng Permata,F,1991
673,4753118897943735,dki,drg. Hilda Habibi,F,1984
674,30114301368323,bni,Bakiono Najmudin,F,1981
675,371735088864253,emoney,Cut Citra Purwanti,M,1983
676,3552739047897243,dki,Amalia Haryanto,F,1989
677,38622306539617,bni,Drs. Wage Latupono,F,1968
678,180037463391759,emoney,Baktiadi Firgantoro,M,1998
679,372006471858032,emoney,Pia Pratiwi,M,2011
680,4372527955750,online,"Setya Saefullah, S.Pt",M,2003
681,36817442887035,bni,Rachel Widodo,F,1988
682,349595415623338,emoney,Daliman Dabukke,M,2012
683,6544779420890914,dki,"Ir. Unjani Sinaga, M.Ak",M,1992
684,4619710277677,online,"R.A. Yance Prayoga, S.Pd",M,1987
685,4522299344453432925,brizzi,"Cindy Rahayu, M.Farm",M,1967
686,4544693105279035,dki,Vega Narpati,F,1986
687,4473167652614,online,Elvina Hassanah,M,1974
688,341115467301044,emoney,Darmana Mandasari,M,2000
689,6591962369960102,dki,Paiman Adriansyah,F,2010
690,2720800033606102,dki,Cinthia Puspasari,F,1987
691,3502626281964402,dki,Dian Hastuti,M,1972
692,4792613947185645,dki,Naradi Salahudin,M,1969
693,3502327560640595,dki,Drs. Harja Sirait,F,1985
694,4030634478328,online,Drs. Raina Dabukke,M,1990
695,4322418381892725,dki,Artawan Lestari,M,1990
696,4028749149354,online,"Farhunnisa Nasyiah, S.E.",F,2011
697,4245520658044122,dki,Pia Januar,M,1974
698,3518429414250068,dki,"Vanya Oktaviani, S.Farm",M,1968
699,4466590744412,online,"Betania Purwanti, S.E.I",M,1968
700,3517980304218368,dki,"H. Muni Winarno, S.IP",F,1974
701,30589976611893,bni,"Dr. Yulia Oktaviani, M.M.",M,2010
702,5588698085875821,dki,Ismail Usamah,M,1997
703,3538938669952224,dki,Mariadi Napitupulu,F,1990
704,4190335888629,online,Restu Halimah,M,1981
705,6011277919466894,dki,Lalita Saragih,M,1999
706,4334396727363344,dki,Puti Aisyah Prabowo,F,1990
707,4225914802214345442,brizzi,Hartana Rajasa,F,1983
708,343207863261258,emoney,"Gantar Pradana, S.E.",F,2010
709,375430983391844,emoney,Ophelia Setiawan,M,1991
710,2713784872713196,dki,Malika Hasanah,F,1994
711,3544176046123266,dki,"dr. Kasiran Uwais, S.Pd",M,2008
712,4578967765166288753,brizzi,Amelia Nurdiyanti,M,2004
713,4123331807587384,dki,"Xanana Prayoga, S.Kom",M,1993
714,4423617095780179,dki,Gara Latupono,F,1989
715,3506448304639077,dki,KH. Pangeran Mahendra,F,2003
716,3574625133065882,dki,T. Marsito Puspita,F,1978
717,30305191512075,bni,Ciaobella Novitasari,F,2011
718,213150446193209,emoney,Wirda Budiman,M,1987
719,180046051089485,emoney,"drg. Zelaya Sihombing, M.M.",F,2005
720,38587524409275,bni,Eli Pertiwi,M,1997
721,372956287690955,emoney,Paulin Pangestu,F,1981
722,3532203364369133,dki,"Naradi Haryanto, M.Farm",M,1981
723,180057796249433,emoney,Dr. Sakura Saputra,F,1981
724,180002258293875,emoney,Sadina Wahyuni,M,1975
725,2595703389430865,dki,Kunthara Hutapea,F,2010
726,3582429350504263,dki,"Darimin Rahayu, S.IP",F,2008
727,3522729634316944,dki,"Puti Cornelia Winarno, S.Sos",M,1994
728,4923812048660243896,brizzi,R. Ika Putra,F,1997
729,213133802735383,emoney,"Putri Haryanti, S.E.I",M,1986
730,4546277623418008,dki,Raisa Pudjiastuti,F,1970
731,3590007100568232,dki,Cut Calista Rahimah,F,1986
732,3537919739818356,dki,Elvina Saputra,M,1984
733,30151701224615,bni,"Tina Kurniawan, S.Gz",M,1985
734,4666640642842148966,brizzi,Cut Uchita Salahudin,M,1996
735,180087580709110,emoney,drg. Virman Suryatmi,F,2001
736,630452857836,flazz,"drg. Padma Yuliarti, M.Kom.",F,1983
737,3561214921876985,dki,dr. Kenzie Marbun,M,1985
738,370007417185623,emoney,Ina Namaga,F,2010
739,30410611833893,bni,"Garan Marpaung, S.T.",F,2006
740,4306599926299599,dki,"Drs. Asmianto Puspita, M.Ak",F,1996
741,630458915877,flazz,Tantri Suryono,F,2002
742,4073803302818605,dki,Sutan Hadi Yuliarti,F,1995
743,4721401253228714413,brizzi,Gantar Hasanah,M,1974
744,6560360623196265,dki,Salwa Wasita,M,2003
745,3592853977541036,dki,Dr. Wage Kusumo,F,2010
746,3567235588553025,dki,"Kariman Firgantoro, S.T.",F,1988
747,375079233130427,emoney,"Drs. Tari Iswahyudi, S.Psi",F,2003
748,501866799973,flazz,Tasdik Prastuti,F,1998
749,4077414654917,online,"Sutan Nalar Usamah, M.Kom.",M,1994
750,3511533265552808,dki,Cornelia Andriani,M,1969
751,370036793987922,emoney,"drg. Yuni Purnawati, M.Farm",M,1981
752,581335884945,flazz,Usyi Kuswandari,F,1997
753,180085385544302,emoney,"Tgk. Dewi Budiman, M.Pd",F,1983
754,3514216783403319,dki,"Jarwadi Melani, M.M.",M,2002
755,4139165839413074,dki,Himawan Zulaika,F,1986
756,676134212908,flazz,Ciaobella Prasetyo,F,1981
757,6011520671023837,dki,Malik Waskita,F,2012
758,342120543384302,emoney,Samiah Uwais,M,2001
759,4054915730241102,dki,"Hesti Permadi, S.Farm",M,1970
760,4977696448708,online,"Jono Mandasari, S.Pd",F,1967
761,3566041118010812,dki,dr. Dian Saptono,F,1992
762,2260438309829227,dki,Cut Laras Wastuti,F,1990
763,4966541607218754337,brizzi,"Cut Cornelia Rajata, S.Kom",F,1985
764,4812776828162869887,brizzi,Zelda Permata,F,1982
765,4664613176535519298,brizzi,"Dr. Rina Pranowo, S.Kom",F,1995
766,4663251618113,online,Lala Prastuti,F,1982
767,4517992846872,online,"Harsanto Prasasta, S.Kom",F,2006
768,4389975185797,online,"Tgk. Candra Mansur, M.Kom.",F,1965
769,2524496818886502,dki,"Prabawa Utama, S.T.",M,1991
770,3589933389285730,dki,Kariman Safitri,M,1967
771,36604211299943,bni,Kasiran Jailani,M,1994
772,180017652951530,emoney,"Wirda Saefullah, S.Psi",M,1987
773,4189101641630265,dki,Rina Sitorus,M,1986
774,4639905686847345,dki,Balidin Napitupulu,F,1971
775,30251957034310,bni,Prabowo Sihombing,M,1998
776,4562517438901521073,brizzi,Syahrini Gunawan,F,1983
777,378938410186949,emoney,Pia Situmorang,F,1987
778,6011115707995288,dki,"R. Dadi Tamba, S.Psi",M,1983
779,2251206633703843,dki,dr. Bakti Wibowo,M,1990
780,3518806438463670,dki,Maria Simbolon,M,1974
781,377946098095416,emoney,dr. Oliva Wibowo,F,1978
782,4761199824007,online,Alika Uwais,F,1982
783,30043668192192,bni,Rahmi Kurniawan,M,1989
784,213103642698000,emoney,"Okto Usamah, S.Kom",F,1989
785,5165676184281340,dki,"KH. Kurnia Hutagalung, M.Ak",F,1992
786,3599762184169395,dki,Janet Simbolon,F,1990
787,6542356457527743,dki,"Wirda Sirait, S.T.",F,2007
788,213159619683904,emoney,Tira Wasita,M,1972
789,375618069963706,emoney,"Darijan Yolanda, S.H.",F,1982
790,2284482790481439,dki,Gaduh Kuswoyo,M,1986
791,4348533716305613,dki,Farah Rajasa,M,2011
792,180083903745931,emoney,"Kiandra Uyainah, M.Ak",F,2008
793,572025827146,flazz,"T. Darmanto Santoso, S.Sos",F,1973
794,502026650593,flazz,Olivia Pratama,F,2007
795,30500638743321,bni,Lulut Padmasari,F,1982
796,3548804129929087,dki,Gabriella Firmansyah,F,1988
797,6569645826174551,dki,Jasmin Santoso,M,2009
798,345107621908604,emoney,Tira Pudjiastuti,F,2000
799,180035727745745,emoney,Maida Yolanda,M,2011
800,4341203425776,online,Asmianto Nugroho,M,2012
801,30463455482871,bni,Farhunnisa Rajata,M,1982
802,6011813303318299,dki,Restu Rajasa,M,1967
803,4113601225919210966,brizzi,Jane Saputra,F,2006
804,503899076270,flazz,"Dt. Gangsa Widiastuti, S.Farm",M,1981
805,4818291537331,online,Hendra Mahendra,M,1978
806,375944828286027,emoney,Danang Mansur,M,1977
807,4509346913912,online,Endra Hariyah,F,1993
808,3567162926744225,dki,"Cengkir Permadi, S.Pd",F,1998
809,4996241750275429524,brizzi,Amalia Lailasari,M,2002
810,3585587199083752,dki,Ibrani Halim,F,1987
811,3507650995169459,dki,Maida Safitri,F,1995
812,4782673426275,online,Belinda Samosir,M,1971
813,4402822054872257,dki,Putu Marpaung,F,2011
814,3513088941383548,dki,Keisha Waluyo,M,2004
815,5545411563961440,dki,"Gamanto Wijayanti, S.E.I",M,1984
816,4523541626385,online,Soleh Zulkarnain,F,2007
817,349358316717893,emoney,"Drs. Karna Iswahyudi, S.Pd",F,2003
818,6580088381576628,dki,"Puti Nadine Rajasa, M.Farm",F,2010
819,4046760646285889,dki,dr. Gabriella Sudiati,M,2008
820,4223440074711333762,brizzi,"Lukita Mulyani, S.Farm",F,1985
821,180047711389679,emoney,Tirta Pranowo,F,2004
822,4234909918584014,dki,"Drs. Novi Nuraini, M.Pd",F,1970
823,4583641484978,online,"Makuta Simbolon, M.Pd",M,2003
824,38990349069680,bni,"Dr. Marsito Hardiansyah, M.Ak",F,1992
825,6593321026881540,dki,"Puput Padmasari, M.Ak",F,1985
826,4901176275597869347,brizzi,"H. Dimas Saragih, S.Pd",F,2012
827,180077256829763,emoney,R. Anita Hardiansyah,M,2001
828,3508992398107390,dki,drg. Novi Prayoga,F,1986
829,3548345265503450,dki,Ganep Aryani,F,1998
830,180070708832634,emoney,Tgk. Uli Budiyanto,F,2003
831,4538064648842069,dki,Zulaikha Mulyani,F,1974
832,4132457770374424,dki,Karma Prastuti,M,1992
833,349396379803135,emoney,Wahyu Wahyudin,M,2006
834,4486879824289,online,Raden Maryadi,F,2003
835,180045654378519,emoney,KH. Heru Habibi,M,1994
836,4875224176009,online,Cinthia Ramadan,M,1994
837,3519269296628679,dki,Humaira Sinaga,M,1976
838,370107324277743,emoney,"Sutan Makara Saragih, M.Ak",F,1981
839,6011049487582224,dki,"Tgk. Gamanto Hastuti, S.IP",M,1993
840,30059129593547,bni,Pangeran Hartati,M,1971
841,4556749988790210,dki,Devi Firgantoro,F,1988
842,4042892542342904,dki,"drg. Zelda Prakasa, S.Sos",F,2004
843,30108381198170,bni,R.M. Hasim Hariyah,F,2009
844,30561349454889,bni,"Joko Wibowo, S.Psi",M,2004
845,30067181742613,bni,"Dr. Yessi Aryani, S.I.Kom",M,1981
846,4822248597299,online,T. Opan Dongoran,F,2010
847,4742843312419922862,brizzi,Dacin Hassanah,F,1993
848,4108867181905471824,brizzi,Gading Wastuti,M,1991
849,213153661306290,emoney,Tania Namaga,M,1954
850,30402987249580,bni,drg. Dewi Hidayanto,F,1988
851,180089502790798,emoney,Nurul Maheswara,F,1986
852,4533278046085442204,brizzi,"R. Puti Sihombing, M.Pd",F,1994
853,180056711454102,emoney,"H. Slamet Puspita, S.Ked",F,2007
854,4217734631795,online,"Uli Melani, S.H.",F,1983
855,4588708861258252378,brizzi,Victoria Astuti,M,1970
856,4895880177307,online,Hasna Sitorus,M,2007
857,2457827976009654,dki,"Lidya Gunarto, M.M.",M,1975
858,213103356966551,emoney,Paris Mangunsong,F,1998
859,4257529402818074,dki,Safina Yulianti,F,1987
860,371687064614485,emoney,Perkasa Najmudin,M,1983
861,2274405960517700,dki,Titin Pudjiastuti,F,2002
862,4254358393483646,dki,Tgk. Indah Novitasari,M,1990
863,3501531775200910,dki,Ifa Gunawan,M,2006
864,5551734057760809,dki,dr. Queen Prabowo,M,1967
865,374139105136042,emoney,Yulia Mustofa,F,2010
866,3526806715399787,dki,Cahyadi Nababan,F,1991
867,213167655819431,emoney,Jaya Kuswoyo,F,1994
868,3501942898527784,dki,"Hj. Titin Megantara, S.Ked",M,1976
869,4307184435447565574,brizzi,Nabila Siregar,M,1971
870,4057374631174241261,brizzi,Paris Puspita,F,1973
871,4183047175456088,dki,"Hari Uwais, M.TI.",F,1982
872,4081696275024874,dki,Sutan Luwar Wacana,M,1965
873,6011635758667205,dki,"Dr. Melinda Wijayanti, M.Pd",M,1998
874,503847660274,flazz,Ika Permadi,F,1993
875,6011622055843242,dki,Karya Jailani,M,1947
876,2256559333514828,dki,Hendra Kusmawati,F,1979
877,3508359175155754,dki,Yoga Nashiruddin,F,1979
878,060482237330,flazz,"Qori Pudjiastuti, S.Gz",M,1986
879,4686349207839,online,Ade Manullang,M,1973
880,4285910885901544,dki,Najam Wijayanti,M,1999
881,639014407261,flazz,Jefri Rahmawati,M,1949
882,372145217217879,emoney,Drs. Kezia Prakasa,F,1983
883,4829709497787108,dki,Kala Pangestu,F,1996
884,6577996827171504,dki,"H. Gatot Agustina, S.Kom",M,1988
885,3589376225164877,dki,Cengkal Hutagalung,M,1989
886,639014749464,flazz,Anom Hasanah,F,2004
887,4161472581871,online,R.A. Fitria Sihotang,F,1983
888,6556614989350874,dki,Jarwadi Hakim,F,1994
889,376812578309639,emoney,Zulfa Maheswara,F,1991
890,3572513101712911,dki,"Rafi Megantara, S.E.",F,2004
891,3512805399534889,dki,Lega Putra,F,1990
892,4675878328080218,dki,"Tgk. Unggul Permata, M.TI.",F,1969
893,4470655442358903,dki,Bagus Yuliarti,F,1988
894,3508319215616124,dki,R. Puspa Uyainah,F,2005
895,5496329435559532,dki,"Cut Zulaikha Latupono, M.Ak",F,2000
896,4219303396339,online,Puti Pangestu,F,1982
897,180074579639292,emoney,Mala Maulana,F,1987
898,3529926456381013,dki,drg. Clara Nugroho,F,1995
899,3564540493244880,dki,Empluk Suryatmi,F,1989
900,30359701898391,bni,Panji Pratiwi,F,1972
901,3560454021509471,dki,"Slamet Maheswara, S.Kom",F,1985
902,4059734028147,online,Caraka Hidayanto,M,1972
903,38071606311519,bni,Mustika Halimah,F,1983
904,5564161408249669,dki,Cut Cornelia Budiyanto,M,1973
905,3500365195082272,dki,Febi Zulkarnain,M,1982
906,6544052036191774,dki,Umi Najmudin,M,1989
907,213157323937327,emoney,"dr. Vivi Purwanti, S.E.I",M,1975
908,341203564155446,emoney,Panji Nababan,F,1996
909,3527048288865204,dki,"Dr. Cahya Pangestu, S.Farm",F,1987
910,3576747781894674,dki,Maimunah Aryani,M,1976
911,2290910150476245,dki,Unggul Kurniawan,M,1998
912,2255838111409422,dki,Jane Waluyo,M,1995
913,213126527733907,emoney,"drg. Nadia Anggraini, S.T.",F,1990
914,3527559688160947,dki,Mahfud Nashiruddin,M,1981
915,4353788490727968,dki,Eva Pradana,M,1987
916,4711015571356773,dki,Salman Samosir,M,1983
917,6011864950582612,dki,"Drs. Arta Nasyidah, M.TI.",M,1987
918,4765169233828052,dki,Drajat Ardianto,F,2002
919,2276686877064922,dki,Laila Usamah,M,1992
920,4918895814830721,dki,Raden Palastri,M,1984
921,345950953060449,emoney,Rusman Suryatmi,F,1954
922,342195551896223,emoney,Ridwan Adriansyah,F,1998
923,4837649676112,online,Sutan Bakti Natsir,M,1987
924,3573379330825117,dki,Rahman Wijaya,F,1981
925,3509422211841487,dki,Gasti Rahayu,M,2001
926,3524538565891918,dki,KH. Rusman Thamrin,M,1985
927,180011589792752,emoney,Raina Prabowo,F,2011
928,4481285373282711030,brizzi,Jaga Nuraini,M,1979
929,4338878223493770,dki,"Yusuf Usamah, M.Ak",F,1983
930,3541664057468525,dki,"Betania Kusmawati, S.Ked",F,1985
931,2446018153885454,dki,"Rahayu Prasetya, S.Psi",M,1988
932,4423885553503,online,"Ciaobella Pertiwi, S.IP",F,1986
933,30009938214603,bni,T. Aris Astuti,M,2009
934,6562939274965744,dki,R.M. Baktiono Wastuti,F,1989
935,36784857692310,bni,"H. Adikara Winarno, M.TI.",F,1983
936,180008887215130,emoney,Harto Wijaya,F,1989
937,3503053675142702,dki,Farhunnisa Lailasari,F,1982
938,4070034326061427,dki,R.M. Damu Yolanda,M,1991
939,4490521016464225296,brizzi,Ilsa Saragih,F,1981
